title,price,area,location,property_type,publisher,details,main_image,carousel_images
Oficina en arriendo,"$ 4,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Alianza Inmobiliaria D.C,1 Ambiente 2 Baños48 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/528bb8df-6e3a-48f0-8e47-97c48faefa53/photos/528bb8df-6e3a-48f0-8e47-97c48faefa53_0_True_deb06405-31ff-4150-8b7f-d4aba5846b4b.jpg,[]
Local en  Arriendo,"$ 29,900,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,BRIKSS SAS,379 m²,https://cdn2.infocasas.com.uy/repo/img/66e9e19eb001a_infocdn__2860-0-273235jpg.jpg,[]
Oficina en  Arriendo,"$ 10,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,3 Baños290 m²,https://cdn2.infocasas.com.uy/repo/img/67040f8cc0b9f_infocdn__ffe722e3-8805-4412-825e-6ea5aefb51e9,[]
Oficina en arriendo,"$ 7,400,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,RR INMOBILIARIA,1 Ambiente 1 Baño89 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/df82360b-a494-4686-8950-54500d093254/photos/df82360b-a494-4686-8950-54500d093254_1_True_89d69dce-6060-44b9-96d1-0378e8234e74.jpg,[]
Oficina en arriendo,"$ 9,798,890",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Regus Colombia Ltda,1 Ambiente 3 Baños110 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/89a2c0b4-326f-4dc8-8a4d-fe96eab7a9db/photos/89a2c0b4-326f-4dc8-8a4d-fe96eab7a9db_2_False_d55c97c2-d18c-45c7-bfa8-bea97c43faf7.jpg,[]
Oficina en arriendo,"$ 3,232,220",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Regus Colombia Ltda,1 Ambiente 3 Baños70 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/54f79d1a-45d7-4f2b-bb1d-24b13538ac33/photos/54f79d1a-45d7-4f2b-bb1d-24b13538ac33_2_False_60808b4e-efdb-400e-8ba6-674a8a084bd4.jpg,[]
Bodega en arriendo,"$ 34,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Nec Otium,1 Habs. 6 Baños1100 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/22223cbf-3b32-4eaa-a982-c4bea5fd0a7f/photos/22223cbf-3b32-4eaa-a982-c4bea5fd0a7f_1_True_7813fcec-756d-4580-bf22-23eb96cb9e6c.jpg,[]
Oficina en  Arriendo,"$ 2,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,BRIKSS SAS,1 Ambiente 1 Baño67 m²,https://cdn2.infocasas.com.uy/repo/img/66fef65352bea_infocdn__6998-1-1727984655jpg.jpg,[]
Local en  Arriendo,"$ 42,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,NELSON MESTIZO FINCA RAIZ,6 Baños850 m²,https://cdn2.infocasas.com.uy/repo/img/66f796b6c09a8_infocdn__4841-1-1727218073jpg.jpg,[]
Local en arriendo,"$ 15,468,700",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Colliers International Colombia,1 Ambiente 1 Baño118 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/da9d13e5-280f-4265-94a5-10609cbe159c/photos/da9d13e5-280f-4265-94a5-10609cbe159c_1_True_c123e3ce-9c64-4f3e-af1d-44c8dd3f857e.jpg,[]
Local en arriendo,"$ 38,862,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,REMAX CITI,1 Ambiente 867 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/e4ae7b93-b429-434d-bd8b-e9b9b99f277e/photos/e4ae7b93-b429-434d-bd8b-e9b9b99f277e_0_True_78156404-da34-425c-b731-d440bcae684f.jpg,[]
Oficina en  Arriendo,"$ 7,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,3 Baños280 m²,https://cdn2.infocasas.com.uy/repo/img/66f58304d72ee_infocdn__ea4f29c3-1466-4323-8697-29fe81b7776b,[]
Local en  Arriendo,"$ 6,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,2 Baños100 m²,https://cdn2.infocasas.com.uy/repo/img/66e8986a35363_infocdn__43ed736b-6ced-44a5-afb0-e0d98eb65405,[]
Oficina en arriendo,"$ 575,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Regus Colombia Ltda,1 Ambiente 3 Baños20 m²,https://s3.amazonaws.com/imagenesprof.fincaraiz.com.co/OVFR_COL/2020/12/4/2762241_24_13.jpg,[]
Oficina en arriendo,"$ 289,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Regus Colombia Ltda,1 Ambiente 3 Baños20 m²,https://s3.amazonaws.com/imagenesprof.fincaraiz.com.co/OVFR_COL/2020/12/4/2762500_300_9.jpg,[]
Oficina en arriendo,"$ 41,650,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,PADS,900 m²,https://cdn2.infocasas.com.uy/repo/img/66f1866b7d6d6_infocdn__eyjidwnrzxqioijwywrzlwltywdlcyisimtlesi6imy4mwvlytg0lwi4owetngizns1iytg5lte4zmu2mzfiyjk1my5qcgcilcjlzgl0cyi6eyjyzxnpemuionsid2lkdggiojeyotasimzpdci6imluc2lkzsj9lcj0b0zvcm1hdci6impwzwcifx0=.jpeg,[]
Local en  Arriendo,"$ 58,845,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,2 Baños395 m²,https://cdn2.infocasas.com.uy/repo/img/66ed7b7c4756d_infocdn__8bf2dde0-04b4-4d17-8863-290dba17d168,[]
Oficina en  Arriendo,"$ 3,100,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Vicus Tienda Inmobiliaria,6 Ambientes 3 Baños103 m²,https://cdn2.infocasas.com.uy/repo/img/66f2fa6df016e_infocdn__gr-arriendo-1722277336-9561-8458jpeg.jpeg,[]
Oficina en  Arriendo,"$ 71,630,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,2 Baños1234 m²,https://cdn2.infocasas.com.uy/repo/img/66e89f093b467_infocdn__a7e684da-53b3-4901-b6ad-7ece87c0c532,[]
Oficina en  Arriendo,"$ 15,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,6 Baños414 m²,https://cdn2.infocasas.com.uy/repo/img/66eadbf4cc520_infocdn__89001bf7-53b0-4cae-a264-0caea689e1fd,[]
Oficina en arriendo,"$ 445,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Regus Colombia Ltda,1 Ambiente 1 Baño8 m²,https://s3.amazonaws.com/imagenesprof.fincaraiz.com.co/OVFR_COL/2022/9/15/3888639_486_2.jpg,[]
Oficina en arriendo,"$ 2,098,890",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Regus Colombia Ltda,1 Ambiente 2 Baños50 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/7bf1374c-b838-4609-ad9c-60bb862379dd/photos/7bf1374c-b838-4609-ad9c-60bb862379dd_2_False_a6bff560-89f7-465d-b3b1-0628ca45c2f6.jpg,[]
Oficina en arriendo,"$ 35,910,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,INTERNATIONAL BROKERS COLOMBIA SAS,1 Ambiente 3 Baños532 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/694c4e2d-80b5-49a4-9cbc-2f2a9f2d6c88/photos/694c4e2d-80b5-49a4-9cbc-2f2a9f2d6c88_1_True_9e923066-b8b4-4b51-a321-6a7489e1b0c1.jpeg,[]
Bodega en arriendo,"$ 19,300,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,BIENES CORPORATIVOS AC SAS,1 Habs. 5 Baños1333 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/a976505f-ea57-424a-a122-86ba0b272943/photos/a976505f-ea57-424a-a122-86ba0b272943_0_True_c4c52bfa-0e01-41e4-bd6f-4b5a484bc3e2.jpg,[]
Local en arriendo,"$ 55,250,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,INTERNATIONAL BROKERS COLOMBIA SAS,1 Ambiente 850 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/7934385e-d133-45c5-9209-93e741e4e1a0/photos/7934385e-d133-45c5-9209-93e741e4e1a0_1_True_f8fa14c4-b1d3-4eb8-a428-cf2f5f3008b8.png,[]
Oficina en arriendo,"$ 12,661,500",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Colliers International Colombia,1 Ambiente 183 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/f9ff2fd7-20ce-4229-b626-394ad04ca89e/photos/f9ff2fd7-20ce-4229-b626-394ad04ca89e_1_True_4cc93566-6c91-4265-ad9c-345ff394cfed.jpg,[]
Local en  Arriendo,"$ 20,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,2 Baños164 m²,https://cdn2.infocasas.com.uy/repo/img/670405db4390e_infocdn__88562115-ede5-4ebe-969c-02468e0470b7,[]
Oficina en  Arriendo,"$ 55,673,800",No disponible,"Bogotá, Bogotá, d.c.",No disponible,BRIKSS SAS,1 Ambiente 1012 m²,https://cdn2.infocasas.com.uy/repo/img/66eaf394ef8d5_infocdn__3798-0-6080958jpg.jpg,[]
Oficina en arriendo,"$ 575,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Regus Colombia Ltda,1 Ambiente 1 Baño10 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/db99d5de-d46a-4b44-a262-ca8a2cd37368/photos/db99d5de-d46a-4b44-a262-ca8a2cd37368_2_False_32c5238a-4b55-4fb7-9739-487024cc5cf3.jpg,[]
Oficina en  Arriendo,"$ 5,500,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,1 Baño83 m²,https://cdn2.infocasas.com.uy/repo/img/66e8a023a5e8a_infocdn__4e4074f3-13b1-4e09-83b5-92519fce13ba,[]
Oficina en  Arriendo,"$ 1,600,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,BRIKSS SAS,1 Ambiente 1 Baño30 m²,https://cdn2.infocasas.com.uy/repo/img/66e9e0b4d9f5a_infocdn__2861-0-38743333jpg.jpg,[]
Local en  Arriendo,"$ 3,250,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,60 m²,https://cdn2.infocasas.com.uy/repo/img/66f418e7be837_infocdn__a87bff91-ee22-423b-a1df-fd63c39f6152,[]
Oficina en arriendo,"$ 2,800,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,MEGAGESTIÓN,1 Ambiente 5 Baños56 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/23ab4fef-5c65-4368-9d1e-94ad4d2e58b3/photos/23ab4fef-5c65-4368-9d1e-94ad4d2e58b3_1_True_76ba97d1-737f-4c15-a988-4367b1852c46.jpeg,[]
Oficina en  Arriendo,"$ 1,300,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,1 Baño18 m²,https://cdn2.infocasas.com.uy/repo/img/66f31ba10bea6_infocdn__d85511aa-464f-4b75-89ca-1446487360c0,[]
Oficina en  Arriendo,"$ 9,300,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,122 m²,https://cdn2.infocasas.com.uy/repo/img/670546f7658be_infocdn__2ebf1303-9520-40e3-83d5-2961f6510f81,[]
Oficina en  Arriendo,"$ 35,175,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,3 Baños469 m²,https://cdn2.infocasas.com.uy/repo/img/66f18d4522940_infocdn__0bfa8810-0ca7-4bf8-ab30-aab28e52162d,[]
Oficina en  Arriendo,"$ 166,050,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,8 Baños2214 m²,https://cdn2.infocasas.com.uy/repo/img/66f18b604e9ef_infocdn__d8137c64-3204-4123-bec1-76e5c1ff31e0,[]
Local en arriendo,"$ 8,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,PADS,65 m²,https://cdn2.infocasas.com.uy/repo/img/66f2ad9ae4e2b_infocdn__eyjidwnrzxqioijwywrzlwltywdlcyisimtlesi6ijg4zwq5zdm2lwm0mjctndk5mc04zte3lwm3mdfmnzbhotbhmy5wbmcilcjlzgl0cyi6eyjyzxnpemuionsid2lkdggiojeyotasimzpdci6imluc2lkzsj9lcj0b0zvcm1hdci6impwzwcifx0=.jpeg,[]
Oficina en  Arriendo,"$ 1,200,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliaria Profesional,1 Ambiente 18.5 m²,https://cdn2.infocasas.com.uy/repo/img/66fc6018bf241_infocdn__xpmcft8ff4jfmprphm6mlsm0bpndkpugzym5fvefpng.png,[]
Local en  Arriendo,"$ 8,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Casa 360,74 m²,https://cdn2.infocasas.com.uy/repo/img/6703d6ad126fe_infocdn__gr19681620240830054936jpg.jpg,[]
Oficina en arriendo,"$ 2,259,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Regus Colombia Ltda,1 Ambiente 3 Baños50 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/fec0c848-f4ae-444b-9db2-46be32169f91/photos/fec0c848-f4ae-444b-9db2-46be32169f91_2_False_d922795f-aa1b-40f3-97b7-78815d6588ed.jpg,[]
Local en  Arriendo,"$ 6,500,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Focke Santos Y Cia Ltda,52 m²,https://cdn2.infocasas.com.uy/repo/img/6700518bb8752_infocdn__bfccf9a0-6da4-49a7-ba2f-73ff8036d6fd,[]
Oficina en  Arriendo,"$ 3,200,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,2 Baños120 m²,https://cdn2.infocasas.com.uy/repo/img/66ec39544bbe2_infocdn__cd0ae937-3a5c-451e-a58c-dbb26d720d4f,[]
Oficina en arriendo,"$ 2,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliaria Profesional,1 Ambiente 1 Baño38 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/d70e1dd1-bbcb-4246-8204-e85b3ad0e7ab/photos/d70e1dd1-bbcb-4246-8204-e85b3ad0e7ab_1_True_b4c99490-6d42-4a49-85f1-efe47e4f552b.jpg,[]
Oficina en  Arriendo,"$ 9,102,400",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,455 m²,https://cdn2.infocasas.com.uy/repo/img/66e8a65ed7fe4_infocdn__2aa3b982-5c83-4af9-9849-540e9090f1d3,[]
Local en  Arriendo,"$ 4,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,1 Baño198 m²,https://cdn2.infocasas.com.uy/repo/img/66f5648af2838_infocdn__b14ee34d-c64a-4f61-954e-43d6de4f9dc3,[]
Bodega en  Arriendo,"$ 57,500,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,3 Baños3286 m²,https://cdn2.infocasas.com.uy/repo/img/66f31f0105306_infocdn__12c6227a-e40c-4ea1-8d56-c3cb8736bc09,[]
Local en arriendo,"$ 8,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,INTERNATIONAL BROKERS COLOMBIA SAS,1 Ambiente 1 Baño236.7 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/5c69bbf2-856d-46e5-a4cc-9278e7dae64b/photos/5c69bbf2-856d-46e5-a4cc-9278e7dae64b_1_True_68dc19c9-571b-4472-8558-a1e15c4504dc.jpeg,[]
Local en  Arriendo,"$ 11,500,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,3 Baños224 m²,https://cdn2.infocasas.com.uy/repo/img/66f2c4d2b4cd7_infocdn__3866bd1e-319e-4cf4-a2ab-4a8025904c40,[]
Oficina en arriendo,"$ 289,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Regus Colombia Ltda,1 Ambiente 3 Baños50 m²,https://s3.amazonaws.com/imagenesprof.fincaraiz.com.co/OVFR_COL/2020/12/4/2762447_453_17.jpg,[]
Oficina en  Arriendo,"$ 5,929,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,1 Baño78 m²,https://cdn2.infocasas.com.uy/repo/img/66d1ebf45dd96_infocdn__87522e7c-00ee-41a9-8f28-3038c6b80114,[]
Local en  Arriendo,"$ 7,800,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,1 Baño51 m²,https://cdn2.infocasas.com.uy/repo/img/66f5737a8b92f_infocdn__ebd148d2-0460-4f76-b817-220d6485ca85,[]
Local en  Arriendo,"$ 30,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,1250 m²,https://cdn2.infocasas.com.uy/repo/img/6706f0aa823b2_infocdn__0c2e3fd5-42ea-4d69-8a8e-be68ef2f104d,[]
Local en  Arriendo,"$ 15,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Casa 360,3 Baños125 m²,https://cdn2.infocasas.com.uy/repo/img/66edd1f87bec2_infocdn__gr19681620231203064635jpeg.jpeg,[]
Oficina en  Arriendo,"$ 1,800,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,MEGAGESTIÓN,1 Baño50 m²,https://cdn2.infocasas.com.uy/repo/img/66cde34371e73_infocdn__zzfo4jw6npuvu7vd7cspupkveesfpuzdx1qpfjghjpg,[]
Oficina en arriendo,"$ 1,798,890",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Regus Colombia Ltda,1 Ambiente 3 Baños40 m²,https://s3.amazonaws.com/imagenesprof.fincaraiz.com.co/OVFR_COL/2020/12/3/2761110_983_16.jpg,[]
Oficina en arriendo,"$ 2,259,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Regus Colombia Ltda,1 Ambiente 1 Baño50 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/1ee91743-5683-43d2-9555-ddc85feae575/photos/1ee91743-5683-43d2-9555-ddc85feae575_2_False_c2d3b644-55de-4576-bf87-89670ed2f217.jpg,[]
Oficina en  Arriendo,"$ 1,900,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,1 Baño135 m²,https://cdn2.infocasas.com.uy/repo/img/66e991a237e59_infocdn__18a3696d-1394-4a60-8d17-37d64e8f8afc,[]
Oficina en  Arriendo,"$ 21,129,600",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,340 m²,https://cdn2.infocasas.com.uy/repo/img/66e8ac192592d_infocdn__b58a3992-33c8-4356-ba40-53430667e30f,[]
Local en arriendo,"$ 40,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Colliers International Colombia,1 Ambiente 1 Baño2040 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/2b08e17c-22cb-45ef-b918-88253acce794/photos/2b08e17c-22cb-45ef-b918-88253acce794_1_True_dd4ab8c2-98c2-4a73-bf39-10eb03e64421.jpg,[]
Oficina en  Arriendo,"$ 27,084,600",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Redinmuebles,402 m²,https://cdn2.infocasas.com.uy/repo/img/66d23663b33c2_infocdn__51895-1-1724814382jpg.jpg,[]
Oficina en arriendo,"$ 5,500,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,BRIKSS SAS,1 Ambiente 3 Baños106 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/c7acbe82-5e76-4c22-9104-ea922dd12422/photos/c7acbe82-5e76-4c22-9104-ea922dd12422_1_True_f1910c4f-1484-42a3-8250-9806e1e60c72.jpg,[]
Oficina en  Arriendo,"$ 8,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,PADS,286 m²,https://cdn2.infocasas.com.uy/repo/img/66f5969989434_infocdn__eyjidwnrzxqioijwywrzlwltywdlcyisimtlesi6ime1nmmwnthmlwy4mjmtngezys05zdq5lwi3mdc2ndhmzdm3zs5qcgcilcjlzgl0cyi6eyjyzxnpemuionsid2lkdggiojeyotasimzpdci6imluc2lkzsj9lcj0b0zvcm1hdci6impwzwcifx0=.jpeg,[]
Bodega en arriendo,"$ 7,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Redinmuebles,2 Baños120 m²,https://cdn2.infocasas.com.uy/repo/img/66f3cb3acab85_infocdn__51219-1-1721972534jpg.jpg,[]
Oficina en arriendo,"$ 7,800,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,BRIKSS SAS,1 Ambiente 4 Baños149 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/3721c17b-35b4-46ff-ade3-0e7e3c9c2f26/photos/3721c17b-35b4-46ff-ade3-0e7e3c9c2f26_1_True_05b5f958-c78e-4873-982e-b8df10501c56.jpg,[]
Oficina en  Arriendo,"$ 5,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,1 Baño75 m²,https://cdn2.infocasas.com.uy/repo/img/670931c862744_infocdn__00900091-1218-49ec-a2ba-8eb503d7b275,[]
Local en  Arriendo,"$ 8,977,500",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,60 m²,https://cdn2.infocasas.com.uy/repo/img/66e35b07ca199_infocdn__01dd1e48-725d-4420-b67d-4488c00455cc,[]
Oficina en arriendo,"$ 1,234,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Alianza Inmobiliaria D.C,1 Ambiente 26 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/45854bc3-f2fd-45e3-9aca-e39e54376cdd/photos/45854bc3-f2fd-45e3-9aca-e39e54376cdd_0_True_1e210629-00c6-44f4-b4f6-86cf0dc5ecac.jpeg,[]
Oficina en  Arriendo,"$ 42,500,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,1 Baño500 m²,https://cdn2.infocasas.com.uy/repo/img/66e8a083cb1a3_infocdn__9e4e0321-b24e-43ca-a1bb-e2e9d4167c09,[]
Oficina en  Arriendo,"$ 2,900,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,1 Baño170 m²,https://cdn2.infocasas.com.uy/repo/img/66e99172c5a46_infocdn__20486d74-717d-4ac7-ab61-5aa566d18494,[]
Bodega en  Arriendo,"$ 125,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,INMOBILIARIA PREMIUM,8 Baños4993 m²,https://cdn2.infocasas.com.uy/repo/img/66dbc1c3e76c1_infocdn__a69561fd-6807-44ba-be8a-ac65bd861950,[]
Oficina en arriendo,"$ 2,043,330",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Regus Colombia Ltda,1 Ambiente 3 Baños50 m²,https://s3.amazonaws.com/imagenesprof.fincaraiz.com.co/OVFR_COL/2020/9/19/2762514_536_2.jpg,[]
Oficina en arriendo,"$ 2,793,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Alianza Inmobiliaria D.C,1 Ambiente 1 Baño56 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/73cd1ec5-8860-4e19-91c7-74a69d698373/photos/73cd1ec5-8860-4e19-91c7-74a69d698373_0_True_3c1752de-dc52-45c3-b896-81ea806a7e09.jpg,[]
Oficina en  Arriendo,"$ 3,500,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,MEGAGESTIÓN,2 Baños85 m²,https://cdn2.infocasas.com.uy/repo/img/66a7eb0a0cc31_infocdn__vn7c66cykh5xbfapv6qoixfq9mwiqemgrsgfncwpjpg,[]
